Field1,Text,Text1,Text2,Text3,Text4,Text5,Text6
"Discover Jiangxi
@BeautyJiangxi
Ad
#GreenJiangxi: Savor the spring vibe amid the flower sea in Jianglin of Shangrao.

#BeautifulJiangxi 
#HelloJiangxi #江西
2
5
79
364K",Discover Jiangxi,@BeautyJiangxi,#GreenJiangxi,VALORANT Esports NA,@valesports_na,"9:48 AM · Feb 27, 2024","WELCOME TO SEN CITY


@Sentinels
 take Sunset and have officially qualified for the #VCTAmericas Kickoff Playoffs!"
"krissy
@itskwissy
·
Feb 27
prefiring in valorant is insane
70
7.5K",krissy,@itskwissy,prefiring in valorant is insane,VALORANT Esports NA,@valesports_na,"9:14 AM · Feb 27, 2024","HOW HAS 
@Zellsis
 PULLED THIS OFF?!? #VCTAmericas"
"Juice
@JLHJuice
·
Feb 27
can we get the whole clip
3.2K",Juice,@JLHJuice,can we get the whole clip,VALORANT Esports NA,@valesports_na,"9:14 AM · Feb 27, 2024","HOW HAS 
@Zellsis
 PULLED THIS OFF?!? #VCTAmericas"
"ineedwater
@DahVin39
·
Feb 27
why is he pre firing that long tf
4
1
3.8K",ineedwater,@DahVin39,why is he pre firing that long tf,VALORANT Esports NA,@valesports_na,"9:14 AM · Feb 27, 2024","HOW HAS 
@Zellsis
 PULLED THIS OFF?!? #VCTAmericas"
"yayMYSTERIO619
@yaymysterio619
·
Feb 27
Remember LCQ 1 HP clutch against 100T
3
1K",yayMYSTERIO619,@yaymysterio619,Remember LCQ 1 HP clutch against 100T,VALORANT Esports NA,@valesports_na,"9:14 AM · Feb 27, 2024","HOW HAS 
@Zellsis
 PULLED THIS OFF?!? #VCTAmericas"
"ValKing2099
@PKing2099
·
Feb 27
we got a 
@aEvilcat
 SPPPRAAAYYDOWWWNN
915",ValKing2099,@PKing2099,we got a ,VALORANT Esports NA,@valesports_na,"9:14 AM · Feb 27, 2024","HOW HAS 
@Zellsis
 PULLED THIS OFF?!? #VCTAmericas"
"Blake
@BCx4__
·
Feb 27
G2 need to 13-9 both maps
2
5
4.5K",Blake,@BCx4__,G2 need to 13-9 both maps,Valorant News,@ValorINTEL,"8:36 AM · Feb 27, 2024","#VCTAmericas Kickoff Round Robin Tie Breaker Rules 

Sentinels 
- Series | 1-0 
- Map Count | 2-0
- Round Diff | +13

G2 Esports
- Series | 0-1 
- Map Count | 1-2
- Round Diff | -5

MIBR (Eliminated from Playoff Contention)
- Series | 1-1 
- Map Count | 2-3
- Round Diff | -8"
"CowboyBlaze
@BlazeCowboy
·
Feb 27
I know tons of people are confused but it makes snese
324",CowboyBlaze,@BlazeCowboy,I know tons of people are confused but it makes snese,Valorant News,@ValorINTEL,"8:36 AM · Feb 27, 2024","#VCTAmericas Kickoff Round Robin Tie Breaker Rules 

Sentinels 
- Series | 1-0 
- Map Count | 2-0
- Round Diff | +13

G2 Esports
- Series | 0-1 
- Map Count | 1-2
- Round Diff | -5

MIBR (Eliminated from Playoff Contention)
- Series | 1-1 
- Map Count | 2-3
- Round Diff | -8"
"iluexcitejj
@iluexcite
·
Feb 27
Formato pífio
169",iluexcitejj,@iluexcite,Formato pífio,VALORANT Esports BR,@valesports_br,"8:35 AM · Feb 27, 2024","O 
@MIBR
 vence a 
@G2VALORANT
, mas está eliminado do #VCTAmericas Kickoff.

Os brasileiros não têm mais chances de classificação aos Playoffs por conta dos critérios de desempate - a derrota para a 
@Sentinels
 (2-0) pesou.

A última vaga nos Playoffs será de Sentinels ou G2."
"Lucax
@LucaxSeahawks
·
Feb 27
157",Lucax,@LucaxSeahawks,,VALORANT Esports BR,@valesports_br,"8:35 AM · Feb 27, 2024","O 
@MIBR
 vence a 
@G2VALORANT
, mas está eliminado do #VCTAmericas Kickoff.

Os brasileiros não têm mais chances de classificação aos Playoffs por conta dos critérios de desempate - a derrota para a 
@Sentinels
 (2-0) pesou.

A última vaga nos Playoffs será de Sentinels ou G2."
"Th✠
@thiagost08
·
Feb 27
Parabéns aos envolvidos nesse modelo de franquias com 10 times!
86",Th✠,@thiagost08,Parabéns aos envolvidos nesse modelo de franquias com 10 times!,VALORANT Esports BR,@valesports_br,"8:35 AM · Feb 27, 2024","O 
@MIBR
 vence a 
@G2VALORANT
, mas está eliminado do #VCTAmericas Kickoff.

Os brasileiros não têm mais chances de classificação aos Playoffs por conta dos critérios de desempate - a derrota para a 
@Sentinels
 (2-0) pesou.

A última vaga nos Playoffs será de Sentinels ou G2."
"Lucax
@LucaxSeahawks
·
Feb 27
Depressão.
35",Lucax,@LucaxSeahawks,Depressão.,Wesley Pereira,@pereirawesley_,"8:32 AM · Feb 27, 2024","MIBR vence G2 por 13 a 10 na Breeze e fecha a série em 2 a 1 na fase de entrada do #VCTAmericas Kickoff 2024.

Essa foi pra lavar a alma.

Já já tem G2 x Sentinels."
"SkillDiff_gg
@skillDiff_gg
·
Feb 27
The mibr snowball effect is crazy
289",SkillDiff_gg,@skillDiff_gg,The mibr snowball effect is crazy,Valorant News,@ValorINTEL,"8:32 AM · Feb 27, 2024","MIBR TAKE DOWN G2 ESPORTS ON MAP 3 TO TAKE THE SERIES IN THE #VCTAMERICAS PLAY-IN ROUND ROBIN

According to the broadcast, they will still not be able to qualify for Playoffs due to tie-breaker rules"
"Blake
@BCx4__
·
Feb 27
SEN are through
2
3.7K",Blake,@BCx4__,SEN are through,Valorant News,@ValorINTEL,"8:32 AM · Feb 27, 2024","MIBR TAKE DOWN G2 ESPORTS ON MAP 3 TO TAKE THE SERIES IN THE #VCTAMERICAS PLAY-IN ROUND ROBIN

According to the broadcast, they will still not be able to qualify for Playoffs due to tie-breaker rules"
"CowboyBlaze
@BlazeCowboy
·
Feb 27
I understand it comes to round differential BUT WHAT IF G2 plays this next game and have a worse round differential then what mibr has and fall 0-2 that knocks Mibr back in right?
1
419",CowboyBlaze,@BlazeCowboy,I understand it comes to round differential BUT WHAT IF G2 plays this next game and have a worse round differential then what mibr has and fall 0-2 that knocks Mibr back in right?,Valorant News,@ValorINTEL,"8:32 AM · Feb 27, 2024","MIBR TAKE DOWN G2 ESPORTS ON MAP 3 TO TAKE THE SERIES IN THE #VCTAMERICAS PLAY-IN ROUND ROBIN

According to the broadcast, they will still not be able to qualify for Playoffs due to tie-breaker rules"
"MK13
@TheGMk13
·
Feb 27
Ewww
1
236",MK13,@TheGMk13,Ewww,VALORANT Esports NA,@valesports_na,"8:24 AM · Feb 27, 2024","THE 1V3 FROM 
@jzzvlr
!!! #VCTAmericas"
"vaughn 
@vonjour_
·
Feb 27
its so over for g2 ssjjssjsj
1
239",vaughn ,@vonjour_,its so over for g2 ssjjssjsj,VALORANT Esports NA,@valesports_na,"8:24 AM · Feb 27, 2024","THE 1V3 FROM 
@jzzvlr
!!! #VCTAmericas"
"Ágatha » 
@_agathami
·
Feb 27
Complica não po, ajeita isso, já não tem chance mesmo
2
88",Ágatha » ,@_agathami,"Complica não po, ajeita isso, já não tem chance mesmo",VALORANT Esports BR,@valesports_br,"7:28 AM · Feb 27, 2024","A 
@G2VALORANT
 vence o 
@MIBR
 no OT e complica as chances de Playoff no #VCTAmericas Kickoff. 

Próximo mapa: Breeze

G2 15-13 MIBR"
"O MAITT
@pokemaitt
·
Feb 27
Não tem mais chance o MiBR
80",O MAITT,@pokemaitt,Não tem mais chance o MiBR,VALORANT Esports BR,@valesports_br,"7:28 AM · Feb 27, 2024","A 
@G2VALORANT
 vence o 
@MIBR
 no OT e complica as chances de Playoff no #VCTAmericas Kickoff. 

Próximo mapa: Breeze

G2 15-13 MIBR"
"VALORANT Esports BR
@valesports_br
·
11m
A 
@Sentinels
 ESTÁ NA GRANDE FINAL DO #VALORANTMasters!

A equipe do brasileiro 
@sen_sacy
 vence a 
@pprxteam
 na Final Lower, por 3 a 1, e representará o #VCTAmericas na decisão do torneio global contra a 
@GenG
 neste domingo!

- Lotus: SEN 14x12
- Ascent: SEN 13x6
- Split: PRX 13x5…
Show more
6
8
136
2.8K",VALORANT Esports BR,@valesports_br,A ,VALORANT Esports BR,@valesports_br,"7:28 AM · Feb 27, 2024","A 
@G2VALORANT
 vence o 
@MIBR
 no OT e complica as chances de Playoff no #VCTAmericas Kickoff. 

Próximo mapa: Breeze

G2 15-13 MIBR"
"Mansur
@mansurvlr
·
Feb 27
ali no 10-10 eu ja tava fazendo os cálculos  dureza

mas gostei de ver esse time
1
2.2K",Mansur,@mansurvlr,ali no 10-10 eu ja tava fazendo os cálculos ,Gustavo Melão,@melaogustavo,"7:26 AM · Feb 27, 2024","o 
@mibr
 já não tem mais chances de ir pros playoffs 

se a G2 vencer agora, passa quem vencer de G2 e SEN

se mibr ganhar, G2 só passa se vencer por 2-0 a SEN, ou seja, Sentinels precisaria ganhar um mapa pra se classificar #VCTAmericas"
"LOUD Saadhak
@loud_saadhak
·
22h
Tentamos tropa, lamentavelmente não foi suficiente, muitas coisas para serem arrumadas, muitos errinho besta.

Fico orgulhoso de onde o time chegou mas precisamos evoluir para o futuro. 

Novamente obrigado pelo apoio de sempre meus lindoes!!
891
561
15K
250K",LOUD Saadhak,@loud_saadhak,"Tentamos tropa, lamentavelmente não foi suficiente, muitas coisas para serem arrumadas, muitos errinho besta.

Fico orgulhoso de onde o time chegou mas precisamos evoluir para o futuro. 

Novamente obrigado pelo apoio de sempre meus lindoes!!",Gustavo Melão,@melaogustavo,"7:26 AM · Feb 27, 2024","o 
@mibr
 já não tem mais chances de ir pros playoffs 

se a G2 vencer agora, passa quem vencer de G2 e SEN

se mibr ganhar, G2 só passa se vencer por 2-0 a SEN, ou seja, Sentinels precisaria ganhar um mapa pra se classificar #VCTAmericas"
"Liquid bstrdd
@bstrddgg
·
17h
eu duvido essa pataquada desse time da team liquid ganhar de srn, jelly, sayuri, mel e jubs no mesmo time   e eu acho pouco já q é mt ego pra mt show de horror  só não eram desbancadas pq n formavam um time melhor, qnd começarem a perder vão entrar num choque TÃO grande
171
225
2.3K
108K",Liquid bstrdd,@bstrddgg,"eu duvido essa pataquada desse time da team liquid ganhar de srn, jelly, sayuri, mel e jubs no mesmo time   e eu acho pouco já q é mt ego pra mt show de horror  só não eram desbancadas pq n formavam um time melhor, qnd começarem a perder vão entrar num choque TÃO grande",Gustavo Melão,@melaogustavo,"7:26 AM · Feb 27, 2024","o 
@mibr
 já não tem mais chances de ir pros playoffs 

se a G2 vencer agora, passa quem vencer de G2 e SEN

se mibr ganhar, G2 só passa se vencer por 2-0 a SEN, ou seja, Sentinels precisaria ganhar um mapa pra se classificar #VCTAmericas"
"Teddão
@teddyfps1
·
22h
No dia q o twittwr souber q o tutu namora a mais de 1ano isso aq acaba
Quote
jurídico tinowns
@lllrayannex
·
22h
mas hoje o Tuyz tentou demais, filho. 

DÊEM UMA NAMORADA A ESSE HOMEM
ELE MERECE!!!!
74
63
2.2K
380K",Teddão,@teddyfps1,No dia q o twittwr souber q o tutu namora a mais de 1ano isso aq acaba,Gustavo Melão,@melaogustavo,"7:26 AM · Feb 27, 2024","o 
@mibr
 já não tem mais chances de ir pros playoffs 

se a G2 vencer agora, passa quem vencer de G2 e SEN

se mibr ganhar, G2 só passa se vencer por 2-0 a SEN, ou seja, Sentinels precisaria ganhar um mapa pra se classificar #VCTAmericas"
"Eu sei que voces me odeiam
@thzinxp77
·
Feb 27
É acabou o sonho de pegar a eg nas semis, vai ficar pra loud ganhar da Nrg ou perder kkkk, sentinels que perdeu na fase de grupos vai acabar indo pra Madri tranquilos enquanto a loud saiu invicta tem chance de cair contra a Nrg e cair fora
42",Eu sei que voces me odeiam,@thzinxp77,"É acabou o sonho de pegar a eg nas semis, vai ficar pra loud ganhar da Nrg ou perder kkkk, sentinels que perdeu na fase de grupos vai acabar indo pra Madri tranquilos enquanto a loud saiu invicta tem chance de cair contra a Nrg e cair fora",Wesley Pereira,@pereirawesley_,"7:25 AM · Feb 27, 2024","G2 vence MIBR por 15 a 13 na Split, mapa do MIBR, e empata a série no #VCTAmericas Kickoff 2024.

Breeze vai decidir tudo.

Dureza."
"lipe
@shidohxd
·
Feb 27
mibr já desclassificada, o mapa 3 vai valer a honra do roster
2
89",lipe,@shidohxd,"mibr já desclassificada, o mapa 3 vai valer a honra do roster",Wesley Pereira,@pereirawesley_,"7:25 AM · Feb 27, 2024","G2 vence MIBR por 15 a 13 na Split, mapa do MIBR, e empata a série no #VCTAmericas Kickoff 2024.

Breeze vai decidir tudo.

Dureza."
"João 友達
@jhonythebrother
·
Feb 27
Tava analisando uns mapas aqui, e vi que em NENHUM mapa o Artzin terminou positivo em FK/FD. Acho que ele como principal duelista não tá encaixando bem (isso que teve um que ele ficou 0/9)
63",João 友達,@jhonythebrother,"Tava analisando uns mapas aqui, e vi que em NENHUM mapa o Artzin terminou positivo em FK/FD. Acho que ele como principal duelista não tá encaixando bem (isso que teve um que ele ficou 0/9)",Wesley Pereira,@pereirawesley_,"7:25 AM · Feb 27, 2024","G2 vence MIBR por 15 a 13 na Split, mapa do MIBR, e empata a série no #VCTAmericas Kickoff 2024.

Breeze vai decidir tudo.

Dureza."
"Paolini
@eapaolini
·
Feb 27
Aq já foi, chegou a existir um sonho
1
51",Paolini,@eapaolini,"Aq já foi, chegou a existir um sonho",Wesley Pereira,@pereirawesley_,"7:25 AM · Feb 27, 2024","G2 vence MIBR por 15 a 13 na Split, mapa do MIBR, e empata a série no #VCTAmericas Kickoff 2024.

Breeze vai decidir tudo.

Dureza."
"nesceser
@fecansil
·
Feb 27
não acredito que o mibr entregou esse mapa Wesley puta merda
1
77",nesceser,@fecansil,não acredito que o mibr entregou esse mapa Wesley puta merda,Wesley Pereira,@pereirawesley_,"7:25 AM · Feb 27, 2024","G2 vence MIBR por 15 a 13 na Split, mapa do MIBR, e empata a série no #VCTAmericas Kickoff 2024.

Breeze vai decidir tudo.

Dureza."
"Liquid bstrdd
@bstrddgg
·
17h
eu duvido essa pataquada desse time da team liquid ganhar de srn, jelly, sayuri, mel e jubs no mesmo time   e eu acho pouco já q é mt ego pra mt show de horror  só não eram desbancadas pq n formavam um time melhor, qnd começarem a perder vão entrar num choque TÃO grande
171
225
2.3K
108K",Liquid bstrdd,@bstrddgg,"eu duvido essa pataquada desse time da team liquid ganhar de srn, jelly, sayuri, mel e jubs no mesmo time   e eu acho pouco já q é mt ego pra mt show de horror  só não eram desbancadas pq n formavam um time melhor, qnd começarem a perder vão entrar num choque TÃO grande",Wesley Pereira,@pereirawesley_,"7:25 AM · Feb 27, 2024","G2 vence MIBR por 15 a 13 na Split, mapa do MIBR, e empata a série no #VCTAmericas Kickoff 2024.

Breeze vai decidir tudo.

Dureza."
"Toasty
@toastyesports
·
Feb 27
Ok I feel bad for making fun of his name now
11
1.5K",Toasty,@toastyesports,Ok I feel bad for making fun of his name now,Valorant News,@ValorINTEL,"7:14 AM · Feb 27, 2024","JZZ is an absolute legend for holding down the site like this down the wire 

#VCTAmericas | #MIBR"
"Hades
@Hades88014022
·
Feb 28
Jizz?
190",Hades,@Hades88014022,Jizz?,Valorant News,@ValorINTEL,"7:14 AM · Feb 27, 2024","JZZ is an absolute legend for holding down the site like this down the wire 

#VCTAmericas | #MIBR"
"BendyPP
@Bendypp
·
Feb 27
I thought this dudes name was jizz
4
849",BendyPP,@Bendypp,I thought this dudes name was jizz,Valorant News,@ValorINTEL,"7:14 AM · Feb 27, 2024","JZZ is an absolute legend for holding down the site like this down the wire 

#VCTAmericas | #MIBR"
"Jack
@Dizastrous_
·
Feb 27
Yeah duelist anchor ftw right there
1
1.8K",Jack,@Dizastrous_,Yeah duelist anchor ftw right there,Valorant News,@ValorINTEL,"7:14 AM · Feb 27, 2024","JZZ is an absolute legend for holding down the site like this down the wire 

#VCTAmericas | #MIBR"
"SUNNYDEVICE
@SUNNYDEVICE
·
Feb 27
g2 got jzzed on
5
1K",SUNNYDEVICE,@SUNNYDEVICE,g2 got jzzed on,Valorant News,@ValorINTEL,"7:14 AM · Feb 27, 2024","JZZ is an absolute legend for holding down the site like this down the wire 

#VCTAmericas | #MIBR"
"Vinícius
@TIBICA_
·
Feb 27
Kkkkkk esse cara é muito bom, na moral, ele tem umas tiradas muito engraçadas
3
711",Vinícius,@TIBICA_,"Kkkkkk esse cara é muito bom, na moral, ele tem umas tiradas muito engraçadas",Wesley Pereira,@pereirawesley_,"5:06 AM · Feb 27, 2024",O GOAT TÁ ON PRA NARRAR NO #VCTAMERICAS
"Welington
@WellSilva010
·
Feb 27
Cara estou a meses esperando por isso. Galera tá pra conhecer o melhor narrador do Brasil agora hehe
9
880",Welington,@WellSilva010,Cara estou a meses esperando por isso. Galera tá pra conhecer o melhor narrador do Brasil agora hehe,Wesley Pereira,@pereirawesley_,"5:06 AM · Feb 27, 2024",O GOAT TÁ ON PRA NARRAR NO #VCTAMERICAS
"oruam
@novakvlr
·
Feb 27
ele é mt pika, eu via ele narrando a flakes power cup
453",oruam,@novakvlr,"ele é mt pika, eu via ele narrando a flakes power cup",Wesley Pereira,@pereirawesley_,"5:06 AM · Feb 27, 2024",O GOAT TÁ ON PRA NARRAR NO #VCTAMERICAS
"Hard #GoPrx#Gofnatic#GoNrg
@0Hardinho
·
Feb 27
O NEVES É MT PICAAAAAAAAA
1
488",Hard #GoPrx#Gofnatic#GoNrg,@0Hardinho,O NEVES É MT PICAAAAAAAAA,Wesley Pereira,@pereirawesley_,"5:06 AM · Feb 27, 2024",O GOAT TÁ ON PRA NARRAR NO #VCTAMERICAS
"GoldenScissors
@Candourado
·
Feb 27
Do OW ao Vavs
154",GoldenScissors,@Candourado,Do OW ao Vavs,Wesley Pereira,@pereirawesley_,"5:06 AM · Feb 27, 2024",O GOAT TÁ ON PRA NARRAR NO #VCTAMERICAS
"LG Spaceman
@SpacemanSR
·
Feb 27
sweater is fire
455",LG Spaceman,@SpacemanSR,sweater is fire,Mitch Leslie,@ubershouts,"4:56 AM · Feb 27, 2024",That’s me wrapped for #VCTAmericas KICK//OFF! Thanks so much for all of your support - see you in the regular season maybe? 
"Ravish Khanna
@RavishingCasts
·
Feb 27
That sweater looks like its shedding
358",Ravish Khanna,@RavishingCasts,That sweater looks like its shedding,Mitch Leslie,@ubershouts,"4:56 AM · Feb 27, 2024",That’s me wrapped for #VCTAmericas KICK//OFF! Thanks so much for all of your support - see you in the regular season maybe? 
"Wesley Pereira
@pereirawesley_
·
Feb 27
Larga vantagem pra Sentinels na corrida até os playoffs.
1
407",Wesley Pereira,@pereirawesley_,Larga vantagem pra Sentinels na corrida até os playoffs.,Wesley Pereira,@pereirawesley_,"4:48 AM · Feb 27, 2024","Sentinels vence MIBR por 13 a 5 na Ascent, mapa do MIBR, fecha a série em 2 a 0 e está próxima dos playoffs do #VCTAmericas Kickoff 2024.

MIBR volta a jogar daqui a pouco contra G2 Esports."
"Lucax
@LucaxSeahawks
·
Feb 27
Qual vai ser o critério de desempate caso td mnd ganhar uma?
21",Lucax,@LucaxSeahawks,Qual vai ser o critério de desempate caso td mnd ganhar uma?,Wesley Pereira,@pereirawesley_,"4:48 AM · Feb 27, 2024","Sentinels vence MIBR por 13 a 5 na Ascent, mapa do MIBR, fecha a série em 2 a 0 e está próxima dos playoffs do #VCTAmericas Kickoff 2024.

MIBR volta a jogar daqui a pouco contra G2 Esports."
"Kayo Victor
@Tsukune_K2
·
Feb 27
agora vamos pra fe de que a MiBR consegue ganhar da G2
30",Kayo Victor,@Tsukune_K2,agora vamos pra fe de que a MiBR consegue ganhar da G2,Wesley Pereira,@pereirawesley_,"4:48 AM · Feb 27, 2024","Sentinels vence MIBR por 13 a 5 na Ascent, mapa do MIBR, fecha a série em 2 a 0 e está próxima dos playoffs do #VCTAmericas Kickoff 2024.

MIBR volta a jogar daqui a pouco contra G2 Esports."
"Kauãᶜʳᶠ
@kaua027crf
·
Feb 27
mibr se fodeu demais, os cara joga 2 jogos seguidos. Sendo que G2 acabou de ver o jogo dos cara. MIBR unico q não pode ter uma palinha dos adversarios
19",Kauãᶜʳᶠ,@kaua027crf,"mibr se fodeu demais, os cara joga 2 jogos seguidos. Sendo que G2 acabou de ver o jogo dos cara. MIBR unico q não pode ter uma palinha dos adversarios",Wesley Pereira,@pereirawesley_,"4:48 AM · Feb 27, 2024","Sentinels vence MIBR por 13 a 5 na Ascent, mapa do MIBR, fecha a série em 2 a 0 e está próxima dos playoffs do #VCTAmericas Kickoff 2024.

MIBR volta a jogar daqui a pouco contra G2 Esports."
"No Need| Twice Got Me |
@OnlyW_takes
·
Feb 27
C9 LOST TO THATTTTT???? LMFAOOOOO
1
11
2.6K",No Need,@OnlyW_takes,C9 LOST TO THATTTTT???? LMFAOOOOO,Valorant News,@ValorINTEL,"4:48 AM · Feb 27, 2024","SENTINELS TAKE THE FIRST SERIES OF THE #VCTAMERICAS KICKOFF PLAY-IN ROUND ROBIN WITH A 2-0 VICTORY OVER MIBR 

Sentinels | 1-0
G2 Esports | 0-0
MIBR | 0-1"
"Wesley Pereira
@pereirawesley_
·
Feb 27
No caso nem teve tanto sofrimento contra a Leviatán, mas vocês entenderam.
3
516",Wesley Pereira,@pereirawesley_,"No caso nem teve tanto sofrimento contra a Leviatán, mas vocês entenderam.",Wesley Pereira,@pereirawesley_,"4:47 AM · Feb 27, 2024","Verdade seja dita: MIBR ainda tem muito o que melhorar contra times superiores a ele.

Enfrentou times que eram possíveis de ganhar e fizeram o dever de casa.

A Sentinels, por mais que tenha sofrido contra Leviatán/100 Thieves, está longe de ser um time bobo. #VCTAmericas"
"pa
@paulindoingreis
·
Feb 27
Ganharam de times piores q eles. simples 

qdo pegou um time bom tomou .
107",pa,@paulindoingreis,"Ganharam de times piores q eles. simples 

qdo pegou um time bom tomou .",Wesley Pereira,@pereirawesley_,"4:47 AM · Feb 27, 2024","Verdade seja dita: MIBR ainda tem muito o que melhorar contra times superiores a ele.

Enfrentou times que eram possíveis de ganhar e fizeram o dever de casa.

A Sentinels, por mais que tenha sofrido contra Leviatán/100 Thieves, está longe de ser um time bobo. #VCTAmericas"
"Polly
@Polly_Kamp
·
Feb 27
Senti falta do pause do bzka nessa partida. No primeiro mapa parece q eles só desistiram no primeiro half. Sei lá, estranho
137",Polly,@Polly_Kamp,"Senti falta do pause do bzka nessa partida. No primeiro mapa parece q eles só desistiram no primeiro half. Sei lá, estranho",Wesley Pereira,@pereirawesley_,"4:47 AM · Feb 27, 2024","Verdade seja dita: MIBR ainda tem muito o que melhorar contra times superiores a ele.

Enfrentou times que eram possíveis de ganhar e fizeram o dever de casa.

A Sentinels, por mais que tenha sofrido contra Leviatán/100 Thieves, está longe de ser um time bobo. #VCTAmericas"
"Swifyz
@OfficialSwifyz
·
Feb 27
Thank you to everyone who has helped this took wayy longer then expected(at least 10 hours) also breach is NOT gambling! Just to make that clear.
1
12
457",Swifyz,@OfficialSwifyz,Thank you to everyone who has helped this took wayy longer then expected(at least 10 hours) also breach is NOT gambling! Just to make that clear.,Swifyz,@OfficialSwifyz,"4:01 AM · Feb 27, 2024","This took way too long.... 

The ENTIRE Valorant Infinite Craft (Sorta) #VCTAmericas"
"arri ⸆⸉
@arrinothere
·
Feb 27
so you can make this and not a potato???
(this is sick!)
2
83",arri ⸆⸉,@arrinothere,"so you can make this and not a potato???
(this is sick!)",Swifyz,@OfficialSwifyz,"4:01 AM · Feb 27, 2024","This took way too long.... 

The ENTIRE Valorant Infinite Craft (Sorta) #VCTAmericas"
"tam  the voices + semi-ia
@tamgerinee_
·
Feb 27
holy shit??
63",tam ,@tamgerinee_,holy shit??,Swifyz,@OfficialSwifyz,"4:01 AM · Feb 27, 2024","This took way too long.... 

The ENTIRE Valorant Infinite Craft (Sorta) #VCTAmericas"
"tam  the voices + semi-ia
@tamgerinee_
·
Feb 27
actually  you forgot vct and all the teams (nah but i've gotten tenz, popflash, subroza, 100t, faze clan, optic, fpx, and smurfing )
1
1
165",tam ,@tamgerinee_,actually ,Swifyz,@OfficialSwifyz,"4:01 AM · Feb 27, 2024","This took way too long.... 

The ENTIRE Valorant Infinite Craft (Sorta) #VCTAmericas"
"Nari
@mydearnari_
·
Feb 27
tenz is excited
8
4.6K",Nari,@mydearnari_,tenz is excited,Valorant News,@ValorINTEL,"3:53 AM · Feb 27, 2024","SENTINELS TAKE MAP 1 OVER MIBR IN THE #VCTAMERICAS KICKOFF PLAY-IN

EVERY SINGLE MAP COUNTS"
"ADAM.  
@DarijaCR7
·
Feb 27
Johnqt masterclass
3
3K",ADAM. ,@DarijaCR7,Johnqt masterclass,Valorant News,@ValorINTEL,"3:53 AM · Feb 27, 2024","SENTINELS TAKE MAP 1 OVER MIBR IN THE #VCTAMERICAS KICKOFF PLAY-IN

EVERY SINGLE MAP COUNTS"
"Lauren
@LaurenMorXO
·
Feb 27
Sloppy ending but God that start by sen was so crisp, SEN WIN
7
3K",Lauren,@LaurenMorXO,"Sloppy ending but God that start by sen was so crisp, SEN WIN",Valorant News,@ValorINTEL,"3:53 AM · Feb 27, 2024","SENTINELS TAKE MAP 1 OVER MIBR IN THE #VCTAMERICAS KICKOFF PLAY-IN

EVERY SINGLE MAP COUNTS"
"Blake
@BCx4__
·
Feb 27
A 2-0 basically guarantees PLAYOFFS
3
4
5.5K",Blake,@BCx4__,A 2-0 basically guarantees PLAYOFFS,Valorant News,@ValorINTEL,"3:53 AM · Feb 27, 2024","SENTINELS TAKE MAP 1 OVER MIBR IN THE #VCTAMERICAS KICKOFF PLAY-IN

EVERY SINGLE MAP COUNTS"
"Ravish Khanna
@RavishingCasts
·
Feb 27
You're so real for this
2
232",Ravish Khanna,@RavishingCasts,You're so real for this,Ravish Khanna,@RavishingCasts,"3:04 AM · Feb 27, 2024","Yo I need to give a shout-out to 
@UberShouts
 and his long awaited return to VAL. 
Bro has led a solid and fun desk and today he's making EXCELLENT AND VALUABLE POINTS. 
Just need him to hop in the casting booth now. 
#VCTAmericas"
"Ravish Khanna
@RavishingCasts
·
Feb 27
You've got it all brother 
Till next time 
4
322",Ravish Khanna,@RavishingCasts,"You've got it all brother 
Till next time ",Ravish Khanna,@RavishingCasts,"3:04 AM · Feb 27, 2024","Yo I need to give a shout-out to 
@UberShouts
 and his long awaited return to VAL. 
Bro has led a solid and fun desk and today he's making EXCELLENT AND VALUABLE POINTS. 
Just need him to hop in the casting booth now. 
#VCTAmericas"
"Luisitokun
@luisgrv12
·
Feb 27
Keznit deserve better team
1
38
2.5K",Luisitokun,@luisgrv12,Keznit deserve better team,Scoutli ,@Scoutli_en,"2:30 AM · Feb 27, 2024","The 2024 #VCTAmericas   Kickoff group stage has been completed! 

 Let's check out the top 5 players with the highest ACS and highest KD in the group stage:"
"Joseph
@ETNJoseph
·
Feb 27
@keznitdeuS
 aún te queda mucho por delante, excelente jugador.
3
1.3K",Joseph,@ETNJoseph," aún te queda mucho por delante, excelente jugador.",Scoutli ,@Scoutli_en,"2:30 AM · Feb 27, 2024","The 2024 #VCTAmericas   Kickoff group stage has been completed! 

 Let's check out the top 5 players with the highest ACS and highest KD in the group stage:"
"Syard
@SyardNsfw
·
Feb 27
Less is more
1
637",Syard,@SyardNsfw,Less is more,Scoutli ,@Scoutli_en,"2:30 AM · Feb 27, 2024","The 2024 #VCTAmericas   Kickoff group stage has been completed! 

 Let's check out the top 5 players with the highest ACS and highest KD in the group stage:"
"Fit0
@fitonexxus64
·
Feb 27
KERIKOTEMUEVES KEZNITDEUUUSSS
3
307",Fit0,@fitonexxus64,KERIKOTEMUEVES KEZNITDEUUUSSS,Scoutli ,@Scoutli_en,"2:30 AM · Feb 27, 2024","The 2024 #VCTAmericas   Kickoff group stage has been completed! 

 Let's check out the top 5 players with the highest ACS and highest KD in the group stage:"
